name,enabled,n_phases,n_conds,base_freq,terminal1,kv,kw,kvar,kva,pf,model,vmin_pu,vmax_pu,r_neut,x_neut,connection,spec_type,status,yearly,daily,duty,spectrum
mdv201_1012644elb-1c0,true,1,2,60,x_1012644_1.3,0.24,4.130347,1.632033,4.441091988857921,0.930029598657822,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_c_1_132_abc69478-1b0,true,1,2,60,x_69478_1.2,0.24,13.604791,5.19732649999999,14.56374062187607,0.934154991717194,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Commercial_MD,,,defaultload
mdv201_c_1_132_abc69478-1b1,true,1,2,60,x_69478_2.2,0.24,13.604791,5.19732649999999,14.56374062187607,0.934154991717194,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Commercial_MD,,,defaultload
mdv201_da_8_928_a39733-1a0,true,1,2,60,x_39733_1.1,0.24,6.6910945,2.781795499999998,7.246318500573273,0.923378471353509,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_da_8_928_a39733-1a1,true,1,2,60,x_39733_2.1,0.24,6.6910945,2.781795499999998,7.246318500573273,0.923378471353509,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_da_8_928_a39733-1a2,true,1,2,60,x_39733_3.1,0.24,6.6910945,2.781795499999998,7.246318500573273,0.923378471353509,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_da_8_928_a39733-1a3,true,1,2,60,x_39733_4.1,0.24,6.6910945,2.781795499999998,7.246318500573273,0.923378471353509,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_911_c44579-1c0,true,1,2,60,x_44579_1.3,0.24,0.07804999999999999,0.0308399999999999,0.08392203584279873,0.930029868986995,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_804_b39625-1b0,true,1,2,60,x_39625_1.2,0.24,7.1292805,2.723540500000006,7.631796204224831,0.934154989103791,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
mdv201_hn_2_804_b39625-1b1,true,1,2,60,x_39625_2.2,0.24,7.1292805,2.723540500000006,7.631796204224831,0.934154989103791,cvr,0.95,1.05,-1,0,wye,kw_pf,variable,Residential,,,defaultload
